STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
CEM00043466,"COLOMBO, CE",6.9,79.867,7,9/27/2007,0,",,S",28.1,"H,,S",30.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,9/28/2007,0,",,S",28.5,"H,,S",30.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,9/29/2007,2.5,",,S",28.2,"H,,S",30.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,9/30/2007,1,",,S",28.3,"H,,S",30.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,10/1/2007,0,",,S",28.5,"H,,S",30.9,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,10/4/2007,0,",,S",28.3,"H,,S",30.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,10/7/2007,0,",,S",26.9,"H,,S",30.1,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,10/11/2007,1,",,S",26.6,"H,,S",29.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,10/16/2007,5.1,",,S",26.1,"H,,S",29.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,10/17/2007,0,",,S",26.4,"H,,S",30,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,10/18/2007,6.4,",,S",24.8,"H,,S",26.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,10/19/2007,0,",,S",26.6,"H,,S",,,,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,10/20/2007,60.2,",,S",24.7,"H,,S",26.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,10/21/2007,15.5,",,S",25.8,"H,,S",29.7,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,10/22/2007,11.2,",,S",24.6,"H,,S",27.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,10/24/2007,,,26.7,"H,,S",29.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,10/25/2007,0,",,S",27.7,"H,,S",30.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,10/27/2007,30.2,",,S",25.4,"H,,S",29,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,10/28/2007,3.6,",,S",26.7,"H,,S",30,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,10/29/2007,12.2,",,S",25.9,"H,,S",29.2,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,10/30/2007,6.4,",,S",26.6,"H,,S",30.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,10/31/2007,3.8,",,S",27.3,"H,,S",30.2,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/2/2007,3,",,S",26.6,"H,,S",30.9,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/3/2007,0,",,S",25.8,"H,,S",29.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/4/2007,7.6,",,S",26.4,"H,,S",30.1,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/5/2007,1.5,",,S",26.8,"H,,S",30.2,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/6/2007,0.5,",,S",26.2,"H,,S",30,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/8/2007,0.5,",,S",27,"H,,S",30,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/9/2007,2.5,",,S",26.7,"H,,S",30,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/13/2007,0,",,S",27.3,"H,,S",31.2,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/19/2007,0,",,S",26.7,"H,,S",30.7,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/20/2007,7.9,",,S",26.2,"H,,S",30.7,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/22/2007,5.1,",,S",26.4,"H,,S",29.9,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/23/2007,31.8,",,S",26.8,"H,,S",30.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/24/2007,0,",,S",27.5,"H,,S",31.2,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/25/2007,0,",,S",27,"H,,S",32,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/26/2007,0,",,S",26.4,"H,,S",30.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/27/2007,0,",,S",27,"H,,S",30.7,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/28/2007,0,",,S",27.4,"H,,S",30.7,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/29/2007,0,",,S",27.3,"H,,S",32,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/2/2007,0,",,S",26.3,"H,,S",30.1,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/4/2007,0,",,S",27.8,"H,,S",32.9,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/6/2007,1.8,",,S",27.6,"H,,S",31.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/7/2007,0,",,S",27.4,"H,,S",31.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/9/2007,0,",,S",27.3,"H,,S",31.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/11/2007,0,",,S",27.7,"H,,S",32.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/12/2007,0,",,S",26.4,"H,,S",31,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/13/2007,0,",,S",25.1,"H,,S",29,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/14/2007,46.2,",,S",25.3,"H,,S",26.4,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/15/2007,5.1,",,S",26.3,"H,,S",29.2,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/17/2007,0,",,S",26.4,"H,,S",31,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/18/2007,8.4,",,S",25.4,"H,,S",27,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/23/2007,2,",,S",25.7,"H,,S",28.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/25/2007,0,",,S",26.6,"H,,S",30,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/26/2007,0,",,S",25.9,"H,,S",30.2,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/27/2007,0,",,S",25.8,"H,,S",29.4,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/31/2007,0,",,S",26.7,"H,,S",31.7,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/4/2008,2.3,",,S",26.1,"H,,S",30.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/5/2008,0.5,",,S",27.2,"H,,S",31.7,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/7/2008,1.8,",,S",26.8,"H,,S",31.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/8/2008,0,",,S",26.1,"H,,S",29.7,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/11/2008,7.9,",,S",25.9,"H,,S",29.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/12/2008,1.5,",,S",25.8,"H,,S",29.7,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/13/2008,9.9,",,S",25.4,"H,,S",29.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/17/2008,0,",,S",26.6,"H,,S",31.7,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/20/2008,0,",,S",26.2,"H,,S",30.4,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/24/2008,0,",,S",26.6,"H,,S",30.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/26/2008,0,",,S",26.9,"H,,S",30.7,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/27/2008,0,",,S",26.5,"H,,S",30.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/1/2008,0,",,S",27.4,"H,,S",30.4,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/5/2008,0,",,S",27.6,"H,,S",30.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/6/2008,0,",,S",27,"H,,S",31,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/7/2008,9.9,",,S",26.2,"H,,S",29.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/10/2008,0,",,S",28.1,"H,,S",31,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/12/2008,4.1,",,S",26.8,"H,,S",30.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/13/2008,25.7,",,S",26.8,"H,,S",30.9,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/28/2008,3.8,",,S",25.5,"H,,S",30,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/1/2008,13.7,",,S",26.6,"H,,S",30.1,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/5/2008,11.2,",,S",25.9,"H,,S",30.9,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/11/2008,0.3,",,S",26.1,"H,,S",29.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/14/2008,0.8,",,S",26.4,"H,,S",31.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/16/2008,60.7,",,S",25.8,"H,,S",30,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/17/2008,1.8,",,S",26.6,"H,,S",30.7,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/18/2008,0,",,S",25.2,"H,,S",31,",,S",23.9,",,S"
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/19/2008,1,",,S",26.4,"H,,S",29.7,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/21/2008,1,",,S",27.8,"H,,S",31.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/22/2008,0,",,S",27.9,"H,,S",31.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/24/2008,0.8,",,S",28,"H,,S",30.7,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/26/2008,0,",,S",28,"H,,S",30.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/27/2008,0,",,S",27.8,"H,,S",30.7,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,4/5/2008,0,",,S",27.4,"H,,S",31.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,4/7/2008,41.7,",,S",26.2,"H,,S",30.4,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,4/8/2008,17.5,",,S",25.8,"H,,S",30.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,4/11/2008,83.3,",,S",27.6,"H,,S",30.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,4/12/2008,14.5,",,S",26.1,"H,,S",29.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,4/14/2008,0,",,S",27.1,"H,,S",31.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,4/15/2008,0,",,S",27.4,"H,,S",31.2,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,4/16/2008,0,",,S",27.4,"H,,S",30.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,4/17/2008,0,",,S",26.8,"H,,S",31.2,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,4/19/2008,48.8,",,S",27.6,"H,,S",31.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,4/20/2008,1,",,S",27.5,"H,,S",30,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,4/21/2008,0,",,S",29,"H,,S",31.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,4/22/2008,0,",,S",29.1,"H,,S",,,,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,4/24/2008,0.3,",,S",27.3,"H,,S",31.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,4/27/2008,2.3,",,S",26.8,"H,,S",30.2,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,4/28/2008,50.8,",,S",27.3,"H,,S",29.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,4/29/2008,13,",,S",27.8,"H,,S",31,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,4/30/2008,0.5,",,S",29.2,"H,,S",31.2,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,5/1/2008,0,",,S",29.3,"H,,S",31.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,5/4/2008,1,",,S",29.2,"H,,S",31.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,5/5/2008,0,",,S",28.8,"H,,S",31.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,5/6/2008,0,",,S",29.1,"H,,S",31.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,5/10/2008,1.5,",,S",28.3,"H,,S",31.4,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,5/14/2008,0.3,",,S",28.2,"H,,S",30.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,5/23/2008,0,",,S",29.5,"H,,S",32.2,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,5/27/2008,17.8,",,S",26.7,"H,,S",31.1,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,5/28/2008,51.3,",,S",27.9,"H,,S",31.1,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,5/29/2008,10.7,",,S",27.4,"H,,S",28.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,5/31/2008,10.9,",,S",27.8,"H,,S",28.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,6/2/2008,53.6,",,S",25.7,"H,,S",28.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,6/3/2008,38.9,",,S",24.9,"H,,S",27,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,6/4/2008,9.1,",,S",27.7,"H,,S",30.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,6/7/2008,7.1,",,S",27.5,"H,,S",29.2,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,6/8/2008,0.3,",,S",28.4,"H,,S",31,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,6/10/2008,0,",,S",28.3,"H,,S",,,,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,6/12/2008,0,",,S",28.8,"H,,S",31.1,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,6/13/2008,0,",,S",29.1,"H,,S",31.2,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,6/18/2008,4.1,",,S",28.4,"H,,S",30.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,6/25/2008,1.5,",,S",28.2,"H,,S",30.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,6/29/2008,5.3,",,S",27.9,"H,,S",30.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,7/1/2008,7.4,",,S",26.1,"H,,S",27.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,7/3/2008,0,",,S",28.8,"H,,S",31,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,7/5/2008,1.3,",,S",28.6,"H,,S",,,,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,7/6/2008,0,",,S",28.3,"H,,S",30.7,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,7/8/2008,0,",,S",28.3,"H,,S",30.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,7/15/2008,9.1,",,S",25.7,"H,,S",28,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,7/17/2008,3.3,",,S",27.9,"H,,S",30,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,7/18/2008,3.3,",,S",27.3,"H,,S",29.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,7/19/2008,17.3,",,S",27.1,"H,,S",29.1,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,7/21/2008,1.5,",,S",27.6,"H,,S",29.7,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,7/22/2008,0,",,S",27.4,"H,,S",29.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,7/23/2008,11.2,",,S",26.4,"H,,S",28.4,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,7/24/2008,0,",,S",27,"H,,S",29,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,7/25/2008,0,",,S",27.3,"H,,S",29.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,7/26/2008,0,",,S",27.4,"H,,S",29.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,7/27/2008,0,",,S",27.3,"H,,S",29.2,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,7/28/2008,0.3,",,S",26.1,"H,,S",29.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,8/9/2008,0,",,S",28,"H,,S",29.9,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,8/11/2008,0,",,S",28.1,"H,,S",30.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,8/12/2008,1.3,",,S",26.6,"H,,S",29.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,8/13/2008,17.5,",,S",27.8,"H,,S",30,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,8/14/2008,8.9,",,S",27.6,"H,,S",29.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,8/18/2008,0,",,S",27.8,"H,,S",30.1,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,8/19/2008,0,",,S",28.1,"H,,S",30.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,8/20/2008,0,",,S",27.6,"H,,S",30.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,8/21/2008,0.5,",,S",26.9,"H,,S",35.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,8/26/2008,0.3,",,S",27.3,"H,,S",30.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,8/28/2008,0.5,",,S",27.3,"H,,S",30.1,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,8/29/2008,15,",,S",26.2,"H,,S",29.1,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,9/2/2008,0,",,S",27.5,"H,,S",30,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,9/9/2008,13.2,",,S",28.1,"H,,S",30.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,9/12/2008,20.6,",,S",28,"H,,S",30.7,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,9/18/2008,0,",,S",28.1,"H,,S",30.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,9/20/2008,0,",,S",28.4,"H,,S",30.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,9/27/2008,0,",,S",28.3,"H,,S",,,,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,10/22/2008,26.9,",,S",25.6,"H,,S",28.4,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,10/26/2008,21.3,",,S",27.8,"H,,S",29.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/5/2008,0,",,S",27.5,"H,,S",32.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/11/2008,0,",,S",27.2,"H,,S",30.1,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/15/2008,0,",,S",27.8,"H,,S",31.1,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/18/2008,0,",,S",27.5,"H,,S",30.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/19/2008,0,",,S",27.4,"H,,S",33.4,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/20/2008,6.9,",,S",25.9,"H,,S",30.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/21/2008,24.1,",,S",26.4,"H,,S",30.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/25/2008,14.7,",,S",26.9,"H,,S",28.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/26/2008,1.8,",,S",27.4,"H,,S",30.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,11/28/2008,5.3,",,S",27.6,"H,,S",31.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/4/2008,0,",,S",26.7,"H,,S",30.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/10/2008,0,",,S",27,"H,,S",30.2,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/12/2008,4.1,",,S",26.9,"H,,S",31.4,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/21/2008,0,",,S",26.7,"H,,S",32.4,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,12/23/2008,0,",,S",27.1,"H,,S",31.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/5/2009,0,",,S",26.4,"H,,S",30.7,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/7/2009,0,",,S",26.9,"H,,S",30.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/9/2009,0,",,S",25.9,"H,,S",28.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/10/2009,0,",,S",26.8,"H,,S",31.1,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/12/2009,,,27.6,"H,,S",33.1,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/13/2009,0,",,S",27.2,"H,,S",31.9,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/14/2009,0,",,S",26.7,"H,,S",31.1,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/16/2009,0,",,S",27.4,"H,,S",32.9,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/21/2009,0,",,S",26.9,"H,,S",31.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/23/2009,0,",,S",26.7,"H,,S",30.4,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/24/2009,0,",,S",27,"H,,S",31.1,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/27/2009,6.9,",,S",26.5,"H,,S",29.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/28/2009,62,",,S",26.4,"H,,S",29.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,1/29/2009,0,",,S",27.2,"H,,S",30.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/3/2009,0,",,S",26.8,"H,,S",30.1,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/4/2009,0,",,S",26.9,"H,,S",31,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/6/2009,0,",,S",26.1,"H,,S",31.2,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/8/2009,0,",,S",26.8,"H,,S",32.1,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/10/2009,0,",,S",26.7,"H,,S",31,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/11/2009,0,",,S",26.9,"H,,S",31.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/12/2009,0,",,S",25.8,"H,,S",30,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/13/2009,0,",,S",25,"H,,S",30.2,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/14/2009,0,",,S",25.7,"H,,S",29.7,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/18/2009,0,",,S",28,"H,,S",33.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/19/2009,0,",,S",27.3,"H,,S",31.4,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/20/2009,0,",,S",28.3,"H,,S",32.9,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/21/2009,0,",,S",28.5,"H,,S",33.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/22/2009,0,",,S",27.8,"H,,S",31.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/23/2009,0.5,",,S",26.8,"H,,S",31.2,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/24/2009,4.3,",,S",27.4,"H,,S",30.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/25/2009,0,",,S",28.1,"H,,S",31,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/26/2009,0,",,S",28.2,"H,,S",31.4,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/27/2009,0,",,S",27.9,"H,,S",31.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,2/28/2009,0,",,S",28.2,"H,,S",31.4,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/3/2009,0,",,S",28.2,"H,,S",31.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/4/2009,33.3,",,S",27.3,"H,,S",30.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/5/2009,0,",,S",27.9,"H,,S",31,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/6/2009,0,",,S",28.6,"H,,S",31.3,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/7/2009,0,",,S",28.6,"H,,S",31.6,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/8/2009,0,",,S",26.9,"H,,S",30.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/9/2009,4.3,",,S",27.8,"H,,S",32.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/11/2009,0,",,S",26.6,"H,,S",30.8,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/12/2009,4.8,",,S",27,"H,,S",31.5,",,S",,
CEM00043466,"COLOMBO, CE",6.9,79.867,7,3/13/2009,9.7,",,S",27.2,"H,,S",31.3,",,S",,
